Name,Summary,Description,Price tax included,"Image URLs (x, y, z...)",ID,Category,URL rewritten,Quantity,Tax rule
Akademia psychologii dziecka online,"Jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, rozwoju dzieci dzieci i młodzieży. ","<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, rozwoju dzieci dzieci i młodzieży. Uczestnik szkolenia zdobędzie przygotowanie metodyczne do pracy z dzieckiem: z niepełnosprawnością intelektualną, zaburzeniem uwagi jak również trudnym i agresywnym. Zdobędzie podstawowe umiejętności do pracy z dzieckiem.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień do bycia terapeutą.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",749.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/AKADEMIA-PSYCHOLOGII-I-ROZWOJU-DZIECI-I-MŁODZIEŻY.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Akademia-psychologii-dziecka.jpg",11,Akademie online,11-Akademia-psychologii-dziecka-online,999,1
Akademia samodoskonalenia i rozwoju osobistego online,"Jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, rozwojem osobistym. ","<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, rozwojem osobistym. Uczestnik szkolenia nabędzie umiejętności społeczne i personalne: zarządzanie stresem, konfliktem, emocjami oraz swoją motywacją. Uczestnik szkolenia pozna również zasady komunikacji interpersonalnej, techniki asertywne, negocjacyjne oraz manipulacji. Zdobędzie umiejętność budowania pozytywnej autoprezentacji. Zdobędzie umiejętności w kształtowaniu i pogłębianiu swojego rozwoju osobistego i zawodowego.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",399.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/AKADEMIA-SAMODOSKONALENIA-I-ROZWOJU-OSOBISTEGO.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/AkademiaSamorozwoju.jpg",12,Akademie online,12-Akademia-samodoskonalenia-i-rozwoju-osobistego-online,999,1
Akademia skutecznego pedagoga online,"Jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, rozwojem dzieci i młodzieży.","<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, rozwojem dzieci i młodzieży. Uczestnik szkolenia zdobędzie podstawowy warsztat metodyczny do pracy z dzieckiem: z zaburzeniem uwagi, trudnym i agresywnym, chorym, niepełnosprawnym, z niepełnosprawnością intelektualną. Zdobędzie podstawowy warsztat umiejętności opiekuńczo-wychowawczych do pracy z dziećmi.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień do bycia terapeutą.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",699.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/AKADEMIA-SKUTECZNEGO-PEDAGOGA.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Skutecznypedagog.jpg",13,Akademie online,13-Akademia-skutecznego-pedagoga-online,999,1
Akademia socjoterapii i profilaktyki społecznej online,"Jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, socjoterapią, profilaktyką społeczną.","<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, socjoterapią, profilaktyką społeczną oraz umiejętnościami terapeutycznymi niezbędnymi w pracy z drugim człowiekiem.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień socjoterapeuty ani profilaktyka społecznego!</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",489.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/AKADEMIA-SOCJOTERAPII-I-PROFILAKTYKI-SPOŁECZNEJ.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/akademiasocjo.jpg",14,Akademie online,14-Akademia-socjoterapii-i-profilaktyki-społecznej-online,999,1
Akademia specjalisty w pracy administracyjno-biurowej online,"Jest zdobycie podstawowej wiedzy z zakresu psychologii, prawa, obsługi klienta oraz pracy administracyjno-biurowej.","<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy z zakresu psychologii, prawa, obsługi klienta oraz pracy administracyjno-biurowej. Uczestnik szkolenia zdobędzie umiejętność  redagowania pism urzędowych, zarządzania dokumentacją. Będzie potrafił wykorzystywać programy komputerowe w pracy biurowej.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",429.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/AKADEMIA-SPECJALISTY-W-PRACY-ADMINISTRACYJNO-BIUROWEJ.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Akademiabiurowa-program.png",15,Akademie online,15-Akademia-specjalisty-w-pracy-administracyjno-biurowej-online,999,1
Akademia trenera i coacha online,"Jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, dydaktyki, metodyki nauczania osób dorosłych.","<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, dydaktyki, metodyki nauczania osób dorosłych oraz umiejętnościami trenerskich i coachingowych niezbędnymi w pracy dydaktycznej z drugim człowiekiem.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",599.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/AKADEMIA-TRENERA-COACHA.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/AkademiaTrenera.jpg",16,Akademie online,16-Akademia-trenera-i-coacha-online,999,1
"Akademia zdrowia, urody i dietetyki online","Szkolenie umożliwia nabycie wiedzy z zakresu psychologii, pedagogiki, edukacji i promocji zdrowia, dietetyki i urody.","<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy związanej z pedagogiką, psychologią, tematyką  edukacji i promocji zdrowia, dietetyki i urody jak również kompetencji i umiejętności zawodowych  potrzebnych w pracy z drugim człowiekiem.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień do bycia terapeutą, dietetykiem, kosmetologiem.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",489.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/AKADEMIA-ZDROWIA-URODY-I-DIETETYKI.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/AkademiaUrody.jpg",17,Akademie online,"17-Akademia-zdrowia,-urody-i-dietetyki-online",999,1
Kurs psychologiczno-pedagogiczny online,"Zdobycie podstawowej wiedzy związanej z zakresu pedagogiki, psychologii, metodyki oraz dydaktyki. ","<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy związanej z zakresu pedagogiki, psychologii, metodyki oraz dydaktyki. Szkolenie poprzez swoje uniwersalne treści jest przydatne w każdym zawodzie.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.  UWAGA! Kurs nie nadaje uprawnień pedagogicznych tzw. przygotowania pedagogicznego niezbędnego do zatrudnienia na stanowisku nauczyciela.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",449.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/KURS-PSYCHOLOGICZNO-PEDAGOGICZNY.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/KPP-program.jpg",18,Akademie online,18-Kurs-psychologiczno-pedagogiczny-online,999,1
Diagnostyka i programowanie w resocjalizacji z elementami profilaktyki społecznej i wiktymologii kurs online,Jest opis diagnostyki i programowania w resocjalizacji. ,"<p>Cel szkolenia:  jest opis diagnostyki i programowania w resocjalizacji. Omówiono w nim model diagnozy, procesy diagnozowania w resocjalizacji, przykładowe narzędzia do diagnozowania pomiaru niedostosowania społecznego. Dodatkowo w szkoleniu zawarto wiedzę z zakresu profilaktyki społecznej i wiktymologii.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",179.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Diagnostyka-i-programowanie-w-resocjalizacji.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Diagnostyka-reso-program.png",19,"Administracyjno - prawne, sądowe",19-Diagnostyka-i-programowanie-w-resocjalizacji-z-elementami-profilaktyki-społecznej-i-wiktymologii-kurs-online,999,1
Mediacje rodzinne i małżeńskie z elementami prawa kurs online,"Jest zapoznanie Kursantów z możliwościami zastosowania metody mediacji w sytuacjach sporów rodzinnych, środowiskach lokalnych, zabezpieczania kwestii konfliktowych podczas sytuacji pre – i post rozwodowej. Szkolenie uzupełnione jest o elementy prawa.","<p>Cel szkolenia: jest zapoznanie Kursantów z możliwościami zastosowania metody mediacji w sytuacjach sporów rodzinnych, środowiskach lokalnych, zabezpieczania kwestii konfliktowych podczas sytuacji pre – i post rozwodowej. Szkolenie uzupełnione jest o elementy prawa.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Mediacje-rodzinne-i-małżeńskie.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Mediacje-rodzinne-program.jpg",20,"Administracyjno - prawne, sądowe",20-Mediacje-rodzinne-i-małżeńskie-z-elementami-prawa-kurs-online,999,1
Mediacje sądowe i pozasądowe kurs online,Szkolenie pozwala na zdobycie wiedzy dotyczącej mediacji sądowych i pozasądowych.,"<p>Cel szkolenia:  jest: zdobycie wiedzy dotyczącej mediacji sądowych i pozasądowych. Uczestnik szkolenia zapozna się z rodzajami i zastosowaniem mediacji. Pozna kluczowe składowe psychologii konfliktu. Zapozna się z procedurami rozwiązywania konfliktów, psychologią komunikacji, elementami procesu negocjacji niezbędnymi w prowadzeniu mediacji. Zapozna się z przebiegiem procesu mediacji, pozna narzędzia mediacyjne oraz przepisy regulujące instytucję mediacji.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Po naszych badaniach, które przeprowadzamy dwa razy do roku – możemy stwierdzić, że wielu naszym kursantom udało się zdobyć wpis na listę mediatorów sądowych.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Mediacje-sądowe-i-pozasądowe.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Mediacje-sadowe-program.jpg",21,"Administracyjno - prawne, sądowe",21-Mediacje-sądowe-i-pozasądowe-kurs-online,999,1
Metodyka pracy kuratora sądowego z podstawami prawa i ochrony własności intelektualnej kurs online,Przedstawienie podstawowej wiedzy z zakresu metodyki pracy kuratora sądowego.,"<p>Cel szkolenia:  jest przedstawienie podstawowej wiedzy z zakresu metodyki pracy kuratora sądowego. Uczestnik pozna takie składowe pracy kuratora sądowego jak: określenie zasad organizacji wykonywania obowiązków przez kuratorów sądowych, metody diagnozy i wykonywania wywiadów środowiskowych, stosowaną dokumentację, uregulowania prawne co do władzy rodzicielskiej, a także metody i techniki pracy kuratora sądowego. Szkolenie wzbogacono także o zagadnienia podstaw prawa, jego pojęć i budowy, systemu , źródeł i stosowania prawa. A także temat prawa autorskiego, praw pokrewnych, własności przemysłowej i ochrony własności intelektualnej.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie. Nie nadaje uprawnień terapeutycznych.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",259.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kurator-sądowy-z-podstawami-prawa.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/kurator-program.png",22,"Administracyjno - prawne, sądowe",22-Metodyka-pracy-kuratora-sądowego-z-podstawami-prawa-i-ochrony-własności-intelektualnej-kurs-online,999,1
Podstawy kryminalistyki z elementami psychologii zeznań kurs online,Szkolenie dostarcza wiedzy z zakresu kryminalistyki oraz podstaw związanych z przeprowadzeniem zeznań oraz oceny ich wiarygodności.,"<p>Cel szkolenia:   jest zdobycie wiedzy o zasadach i sposobach oraz metodach kryminalistycznych jak  również o środkach rozpoznawania oraz udowadniania istnienia lub braku związku między osobami a zdarzeniami poprzez m.in. czynności dowodowe, przesłuchiwanie podejrzanych i świadków oraz oględziny miejsca zajścia przestępstwa. Tematyka szkolenia zawiera również elementy psychologii zeznań. Uczestnik szkolenia zdobędzie umiejętności związane z przeprowadzeniem i ocenieniem wiarygodności zeznań świadka.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje  w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",189.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kryminalistyka-z-psychologią-zeznań.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kryminalistyka-program.png",23,"Administracyjno - prawne, sądowe",23-Podstawy-kryminalistyki-z-elementami-psychologii-zeznań-kurs-online,999,1
Podstawy kryminologii i wiktymologii z elementami profilowania psychologicznego kurs online,Jest przedstawienie podstaw kryminologii i wiktymologii z elementami profilowania psychologicznego.,"<p>Cel szkolenia:  jest przedstawienie podstaw kryminologii i wiktymologii z elementami profilowania psychologicznego. W szkoleniu zawarto opis podstawowych pojęć w tym pojęcia kary i przestępstwa, pojęć zjawiska przestępczości, rodzajów przestępstw. Szkolenie wzbogacono także o treści związane z profilowaniem psychologicznym.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",149.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Kryminologia-i-wiktymologia.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/wiktymologia-program.png",24,"Administracyjno - prawne, sądowe",24-Podstawy-kryminologii-i-wiktymologii-z-elementami-profilowania-psychologicznego-kurs-online,999,1
"Podstawy prawa karnego, rodzinnego i administracyjnego z elementami wiedzy o wybranych patologiach społecznych kurs online","Jest zaznajomienie uczestnika z podstawami prawa karnego, rodzinnego i administracyjnego.","<p>Cel szkolenia:   jest zaznajomienie uczestnika z podstawami prawa karnego, rodzinnego i administracyjnego. W szkoleniu omówiono zagadnienia dotyczące zjawiska uzależnienia, kwestii chorób psychicznych oraz ubezwłasnowolnienia całkowitego i częściowego. Uczestnik zdobędzie wiedzę dotycząca tematyki wybranych patologii społecznych, w tym pozna charakterystykę niedostosowania społecznego, zjawiska agresji i prostytucji.</p>
<p>Dodatkowe informacje:  Kurs ma charakter doskonalący i pogłębiający kompetencje w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",179.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Prawo-karne-rodzinne-i-administracyjne.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Prawo-karne-program.png",25,"Administracyjno - prawne, sądowe","25-Podstawy-prawa-karnego,-rodzinnego-i-administracyjnego-z-elementami-wiedzy-o-wybranych-patologiach-społecznych-kurs-onli",999,1
Podstawy prawa rodzinnego i opiekuńczego w praktyce kurs online,Szkolenie dostarcza elementarnej wiedzy dotyczącej prawa rodzinnego i opiekuńczego.,"<p>Cel szkolenia:   jest zdobycie podstawowej wiedzy z zakresu prawa rodzinnego i opiekuńczego. Uczestnik szkolenia zapozna się z rodzajami świadczeń rodzinnych i opiekuńczych, pojęciem małżeństwa w polskim prawie, prawnego dochodzenia ustalenia ojcostwa oraz szeroko pojętym sądownictwem rodzinnym.</p>
<p>Dodatkowe informacje: Kurs ma charakter doskonalący i pogłębiający kompetencje  w tym w zakresie.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",99.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Prawo-rodzinne-i-opiekuńcze.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Prawo-rodzinne-program.png",26,"Administracyjno - prawne, sądowe",26-Podstawy-prawa-rodzinnego-i-opiekuńczego-w-praktyce-kurs-online,999,1
Podstawy psychologii sądowej z elementami seksuologii kurs online,"Jest przedstawienie podstaw psychologii sądowej wraz z opisem roli biegłego sądowego, osoby sprawcy oraz mogących się pojawić zaburzeń.","<p>Cel szkolenia:   jest przedstawienie podstaw psychologii sądowej wraz z opisem roli biegłego sądowego, osoby sprawcy oraz mogących się pojawić zaburzeń. W szkoleniu zawarto opis obszaru działań psychologii sądowej, tj. kwestii wiarygodności zeznań i podstaw prawnych badań. W szkoleniu zawarto również podstawy psychologii zeznań. Szkolenie opisuje typologię zabójstw i ich sprawców. Szkolenie wzbogacono o elementy seksuologii.</p>
<p>Szkolenia prowadzone są w trybie indywidualnym, dlatego prowadzimy nabór ciągły (oznacza to, że nie musi zebrać się minimalna liczba uczestników w danym terminie).  Naukę rozpoczynasz w dowolnym czasie i w wybranym przez siebie tempie realizujesz program.</p>
<p>Dokumentacja: Po pozytywnie zrealizowanym szkoleniu wystawiane są dokumenty (zgodnie z zamówieniem) wydane przez firmę szkoleniową oraz Placówkę Kształcenia Ustawicznego (Numer RSPO: 270751).
Na dokumentacji nie ma zapisu o trybie i formie kształcenia.</p>
<p>Po zakupie: otrzymujesz materiał szkoleniowy w formie PDF.</p>
",249.00zł,"https://www.kursyzdalne.com/wp-content/uploads/2020/08/Psychologia-sądowa-z-seksuologią.png,https://www.kursyzdalne.com/wp-content/uploads/2020/08/Psychologia-sadowa-program.jpg",27,"Administracyjno - prawne, sądowe",27-Podstawy-psychologii-sądowej-z-elementami-seksuologii-kurs-online,999,1
